Genre,Language,Nudity,Rating,Sex,Title,Violence,Release_Date,Production_Budget,Domestic_Gross,Worldwide_Gross,Release_Year,Release_Month
Drama,Light,Light,PG-13,Light,Charlie St. Cloud,Medium,2010-07-30,44000000,31206263,48478084,2010,Jul
Comedy,Medium,Light,R,Light,On The Waterfront,Light,1954-07-28,910000,9600000,9600000,1954,Jul
Drama,Heavy,None,PG-13,None,Get Low,Light,2010-07-30,7000000,9176933,10828305,2010,Jul
Drama,None,Light,Unknown,None,The Robe,Light,1953-09-16,5000000,36000000,36000000,1953,Sep
Comedy,Heavy,Light,PG-13,Light,The Switch,Light,2010-08-20,19000000,27758465,49858465,2010,Aug
Drama,Medium,Medium,R,Heavy,The Killer Inside Me,Heavy,2010-06-18,13000000,217277,3617277,2010,Jun
Drama,None,Medium,R,Medium,Agora,Heavy,2010-05-28,70000000,619423,38992292,2010,May
Comedy,Heavy,Light,R,Light,Cyrus,Light,2010-06-18,7000000,7468936,10062896,2010,Jun
Horror,Heavy,Medium,R,Medium,Splice,Heavy,2010-06-04,30000000,17010170,28542494,2010,Jun
Comedy,Heavy,Medium,R,Medium,Macgruber,Medium,2010-05-21,10000000,8525600,8629895,2010,May
Comedy,None,Light,PG,None,Shrek Forever After,Light,2010-05-21,165000000,238736787,756244673,2010,May
Drama,Medium,Light,PG-13,Light,Ondine,Medium,2010-06-04,12000000,550472,557545,2010,Jun
Drama,Heavy,Light,R,Medium,Solitary Man,Light,2010-05-21,12500000,4360548,4360548,2010,May
Science Fiction,None,None,Unknown,None,The Secret Of Kells,Light,2010-03-05,8000000,690290,3582797,2010,Mar
Comedy,Light,Medium,R,Medium,Micmacs,Medium,2010-05-28,42000000,1259693,11756922,2010,May
Drama,Heavy,Medium,Unknown,Heavy,Breaking Upwards,None,2010-04-02,15000,115592,115592,2010,Apr
Musical,Light,Light,PG,None,Standing Ovation,Light,2010-07-16,5600000,531806,531806,2010,Jul
Comedy,None,None,G,None,Ramona And Beezus,Light,2010-07-23,15000000,26167002,27469621,2010,Jul
Thriller,Medium,None,PG-13,None,Salt,Heavy,2010-07-23,130000000,118311368,290650494,2010,Jul
Comedy,Medium,Medium,PG-13,Heavy,Dinner For Schmucks,Medium,2010-07-30,69000000,73026337,86796502,2010,Jul
Thriller,Medium,None,PG-13,None,Inception,Medium,2010-07-16,160000000,292576195,832402082,2010,Jul
Science Fiction,Heavy,None,R,Light,Predators,Heavy,2010-07-09,40000000,52000688,127234389,2010,Jul
Comedy,Light,None,PG,None,Despicable Me,Medium,2010-07-09,69000000,251513985,543495033,2010,Jul
Drama,Heavy,Medium,R,Heavy,The Kids Are All Right,Light,2010-07-09,4000000,20811365,36275469,2010,Jul
Thriller,Medium,Light,PG-13,Light,Jonah Hex,Medium,2010-06-18,47000000,10547117,11022696,2010,Jun
Comedy,Medium,Light,PG-13,Light,Grown Ups,Light,2010-06-25,75000000,162001186,272223430,2010,Jun
Comedy,Medium,None,PG-13,Light,Knight And Day,Medium,2010-06-23,117000000,76423035,258751370,2010,Jun
Science Fiction,Light,Light,PG-13,Light,The Twilight Saga: Eclipse,Medium,2010-06-30,68000000,300531751,706102828,2010,Jun
Science Fiction,None,Light,PG,None,The Last Airbender,Medium,2010-07-01,150000000,131772187,319713881,2010,Jul
Comedy,Heavy,Medium,R,Heavy,Get Him To The Greek,Medium,2010-06-04,40000000,61153526,91455875,2010,Jun
Drama,Light,Light,PG,None,The Karate Kid,Medium,2010-06-11,40000000,176591618,351774938,2010,Jun
Drama,Light,Light,PG,None,The Karate Kid,Medium,1984-06-22,8000000,90815558,90815558,1984,Jun
Comedy,Light,None,PG,None,Marmaduke,Light,2010-06-04,50000000,33644788,89895930,2010,Jun
Comedy,Light,Light,PG-13,Light,Killers,Medium,2010-06-04,75000000,47059963,95572749,2010,Jun
Comedy,Medium,Medium,R,Heavy,Sex And The City 2,None,2010-05-27,95000000,95347692,294680778,2010,May
Comedy,Light,Light,PG,Light,Just Wright,Light,2010-05-14,12000000,21540363,21867665,2010,May
Action,Light,Light,PG-13,Light,Robin Hood,Medium,2010-05-14,210000000,105487148,322459006,2010,May
Drama,Medium,Heavy,R,Heavy,Mother And Child,Light,2010-05-07,7000000,1110509,6537179,2010,May
Action,Heavy,Light,PG-13,Medium,The Losers,Medium,2010-04-23,25000000,23591432,29863840,2010,Apr
Action,Medium,Light,PG-13,Light,Iron Man 2,Medium,2010-05-07,170000000,312433331,621156389,2010,May
Comedy,Heavy,Light,PG-13,Medium,Date Night,Medium,2010-04-09,55000000,98711404,152269033,2010,Apr
Drama,Light,None,PG,Light,Princess Kaiulani,Medium,2010-05-14,9000000,883887,883887,2010,May
Drama,Heavy,Medium,R,Medium,Harry Brown,None,2010-04-30,7300000,1818681,12023606,2010,Apr
Thriller,Heavy,None,R,Light,Don Mckay,Heavy,2010-04-02,6000000,13722,13722,2010,Apr
Drama,Light,Medium,PG-13,Medium,The City Of Your Final Destination,Light,2010-04-16,8300000,493296,1353296,2010,Apr
Drama,Heavy,Medium,R,Medium,Please Give,None,2010-04-30,3000000,4033574,4570178,2010,Apr
Thriller,Heavy,Medium,R,Light,Repo Men,Heavy,2010-03-19,32000000,13942007,18195238,2010,Mar
Comedy,Light,None,PG,None,Diary Of A Wimpy Kid,None,2010-03-19,15000000,64003625,76954311,2010,Mar
Horror,Heavy,Heavy,R,Medium,After.Life,Heavy,2010-04-09,4500000,108596,2481925,2010,Apr
Comedy,Medium,Medium,R,Medium,The Joneses,Light,2010-04-16,10000000,1475746,3541565,2010,Apr
Drama,None,Medium,PG-13,Light,The Yellow Handkerchief,Medium,2010-02-26,15500000,318623,318623,2010,Feb
Drama,Heavy,Medium,R,Heavy,Chloe,Light,2010-03-26,13000000,3075255,11831131,2010,Mar
Drama,Heavy,Medium,R,Heavy,The Runaways,Medium,2010-03-19,9500000,3573673,5278632,2010,Mar
Mystery,Heavy,Light,PG-13,Light,The Ghost Writer,Medium,2010-02-19,45000000,15541549,65532491,2010,Feb
Drama,Medium,None,PG-13,Light,My Name Is Khan,Medium,2010-02-12,8470000,4046336,42355526,2010,Feb
Drama,Light,Light,PG-13,None,Blood Done Sign My Name,Medium,2010-02-19,10000000,109383,109383,2010,Feb
Thriller,Heavy,Medium,R,Heavy,The Girl With The Dragon Tattoo,Heavy,2011-12-20,90000000,102515793,239373970,2011,Dec
Drama,Heavy,None,R,Light,The Good Guy,Light,2010-02-19,10000000,100688,106466,2010,Feb
Drama,Light,None,PG,None,Secretariat,Light,2010-10-08,35000000,59699513,60376247,2010,Oct
Comedy,None,None,PG,None,You Again,Light,2010-09-24,20000000,25702053,32838945,2010,Sep
Drama,Light,Light,PG-13,None,Step Up 3D,Light,2010-08-06,30000000,42400223,165889117,2010,Aug
Comedy,Heavy,Light,R,Medium,Death At A Funeral,Light,2010-04-16,21000000,42739347,48977233,2010,Apr
Comedy,Heavy,Light,R,Medium,Death At A Funeral,Light,2007-08-17,20000000,8580428,46790428,2007,Aug
Comedy,Light,Light,PG,None,Furry Vengeance,Medium,2010-04-30,35000000,17630465,39340177,2010,Apr
Family,None,None,G,None,Toy Story 3,Light,2010-06-18,200000000,415004880,1069666004,2010,Jun
Documentary,None,None,G,None,Oceans,Light,2010-04-22,80000000,19422319,86787530,2010,Apr
Drama,Medium,Light,PG-13,Light,To Save A Life,Light,2010-01-22,500000,3777210,3824868,2010,Jan
Science Fiction,Light,None,PG-13,None,Clash Of The Titans,Heavy,2010-04-01,125000000,163214888,493214888,2010,Apr
Science Fiction,Light,None,PG-13,None,Clash Of The Titans,Heavy,1981-06-12,15000000,30000000,44400000,1981,Jun
Action,Light,None,PG,None,How To Train Your Dragon,Medium,2010-03-26,165000000,217581232,494870992,2010,Mar
Drama,Heavy,Light,PG-13,Light,City Island,Light,2010-03-19,6000000,6671283,8173486,2010,Mar
Comedy,Heavy,Medium,R,Heavy,Hot Tub Time Machine,Medium,2010-03-26,36000000,50269859,65967750,2010,Mar
Comedy,Heavy,Medium,PG-13,Light,The Bounty Hunter,Light,2010-03-19,45000000,67061228,135808837,2010,Mar
Thriller,Heavy,None,R,None,Green Zone,Medium,2010-03-12,100000000,35497337,97523020,2010,Mar
Comedy,Medium,None,PG-13,Light,Our Family Wedding,Light,2010-03-12,14000000,20255281,21410546,2010,Mar
Science Fiction,Light,None,PG,None,Alice In Wonderland,Medium,2010-03-05,200000000,334191110,1025491110,2010,Mar
Science Fiction,Light,None,PG,None,Alice In Wonderland,Medium,1951-07-28,3000000,0,0,1951,Jul
Comedy,Heavy,Medium,R,Medium,Cop Out,Medium,2010-02-26,37000000,44875481,55909910,2010,Feb
Thriller,Heavy,Light,PG-13,Light,Takers,Heavy,2010-08-27,32000000,57744720,70587268,2010,Aug
Horror,Heavy,None,R,None,The Crazies,Heavy,2010-02-26,19000000,39123589,56445534,2010,Feb
Thriller,Heavy,Heavy,R,None,Shutter Island,Heavy,2010-02-19,80000000,128012934,299461782,2010,Feb
Drama,Light,Light,PG-13,Light,Dear John,Light,2010-02-05,25000000,80014842,142033509,2010,Feb
Action,Heavy,None,R,Light,From Paris With Love,Heavy,2010-02-05,52000000,24077427,53139168,2010,Feb
Thriller,Heavy,None,R,None,Edge Of Darkness,Medium,2010-01-29,60000000,43313890,82812456,2010,Jan
Horror,Heavy,Light,R,Light,Legion,Heavy,2010-01-22,26000000,40168080,67647574,2010,Jan
Drama,Heavy,None,PG,Light,Extraordinary Measures,None,2010-01-22,31000000,12482741,15826984,2010,Jan
Action,Medium,Light,R,Light,The Book Of Eli,Heavy,2010-01-15,80000000,94835059,158750817,2010,Jan
Family,Light,None,PG,None,The Spy Next Door,Light,2010-01-15,28000000,24307106,46752858,2010,Jan
Comedy,Light,Light,PG,None,Leap Year,Light,2010-01-08,19000000,25918920,32618920,2010,Jan
Science Fiction,Heavy,Medium,R,None,Daybreakers,Heavy,2010-01-08,20000000,30101577,51445503,2010,Jan
Drama,None,None,PG,None,Letters To God,Light,2010-04-09,3000000,2848587,3237452,2010,Apr
Drama,Medium,Light,PG,Light,Letters To Juliet,None,2010-05-14,30000000,53032453,82148538,2010,May
Drama,Heavy,Light,PG-13,Medium,Remember Me,Medium,2010-03-12,16000000,19068240,56506120,2010,Mar
Drama,Heavy,Light,R,Medium,Crazy Heart,Light,2009-12-16,8500000,39471742,47417251,2009,Dec
Comedy,Heavy,Medium,PG-13,Light,The Back-Up Plan,Light,2010-04-23,35000000,37490007,75281179,2010,Apr
Mystery,Medium,None,Unknown,Light,The Missing Person,Light,2009-11-20,2000000,17896,17896,2009,Nov
Drama,Light,Light,PG-13,Light,The Lovely Bones,Medium,2009-12-11,95000000,44114232,94894448,2009,Dec
Drama,Medium,Medium,R,Medium,A Single Man,Medium,2009-12-11,7000000,9176000,28142379,2009,Dec
Mystery,Heavy,Medium,R,Medium,Bad Lieutenant: Port Of Call New Orleans,Medium,2009-11-20,25000000,1702112,12413949,2009,Nov
Drama,Heavy,Medium,Unknown,Heavy,Fish Tank,Medium,2010-01-15,3000000,374675,5922292,2010,Jan
Drama,Light,None,PG,None,The Last Song,Light,2010-03-31,20000000,62950384,92678948,2010,Mar
Horror,Heavy,Medium,R,Medium,Sorority Row,Heavy,2009-09-11,12500000,11965282,26735797,2009,Sep
Mystery,Light,Light,PG-13,None,Sherlock Holmes,Medium,2009-12-25,90000000,209028679,498438212,2009,Dec
Musical,None,None,PG,None,Alvin And The Chipmunks: The Squeakquel,Light,2009-12-23,70000000,219614612,443483213,2009,Dec
Comedy,Medium,None,PG-13,Light,Did You Hear About The Morgans?,Light,2009-12-18,58000000,29580087,80480566,2009,Dec
Drama,Heavy,Light,R,Light,Brothers,Medium,2009-12-04,26000000,28544157,45043870,2009,Dec
Drama,Heavy,Light,R,Light,Brothers,Medium,2015-08-14,13000000,656688,17856688,2015,Aug
Musical,Light,Medium,PG-13,Medium,Nine,Light,2009-12-18,80000000,19676965,53508858,2009,Dec
Horror,Light,Light,R,Light,The Wolfman,Heavy,2010-02-12,150000000,62189884,142634358,2010,Feb
Comedy,None,Medium,R,Heavy,Youth In Revolt,None,2010-01-08,18000000,15285588,19685588,2010,Jan
Science Fiction,Heavy,Medium,PG-13,Light,Avatar,Heavy,2009-12-18,425000000,760507625,2776345279,2009,Dec
Comedy,None,Light,PG,None,Tooth Fairy,Light,2010-01-22,48000000,60022256,112610386,2010,Jan
Action,Heavy,Light,PG-13,Light,The A-Team,Medium,2010-06-11,110000000,77222099,177241171,2010,Jun
Drama,Light,None,PG,Light,The Perfect Game,Light,2010-04-16,12500000,1089445,3931367,2010,Apr
Action,Light,None,PG-13,Light,Season Of The Witch,Medium,2011-01-07,40000000,24827228,91126600,2011,Jan
Drama,None,Light,PG,None,Faith Like Potatoes,Medium,2009-04-07,1100000,0,0,2009,Apr
Thriller,Heavy,Light,NC-17,None,Brother,Heavy,2001-07-20,12000000,450594,450594,2001,Jul
Action,Heavy,Light,PG-13,Light,The Green Hornet,Heavy,2011-01-14,110000000,98780042,229155503,2011,Jan
Drama,Light,Medium,R,Medium,A Dangerous Method,Light,2011-11-23,20000000,5702083,14807531,2011,Nov
Comedy,Heavy,Light,PG-13,Medium,"Crazy, Stupid, Love",Light,2011-07-29,50000000,84351197,147142328,2011,Jul
Science Fiction,Heavy,Medium,PG-13,Light,Cowboys And Aliens,Medium,2011-07-29,163000000,100368560,176038324,2011,Jul
Drama,None,None,PG-13,None,Courageous,Medium,2011-09-30,2000000,34522221,35185884,2011,Sep
Drama,Light,None,R,None,Coriolanus,Heavy,2012-01-20,10000000,749641,1049641,2012,Jan
Thriller,Medium,None,PG-13,Light,Contagion,Medium,2011-09-09,60000000,75658097,137551594,2011,Sep
Drama,Medium,None,PG-13,None,The Conspirator,Medium,2011-04-15,25000000,11538204,15907411,2011,Apr
Thriller,Medium,Light,PG-13,Medium,Colombiana,Heavy,2011-08-26,40000000,36665854,72295262,2011,Aug
Drama,Medium,Medium,R,Heavy,Circumstance,Medium,2011-08-26,900000,454121,958978,2011,Aug
Comedy,Heavy,Medium,R,Heavy,The Change-Up,Light,2011-08-05,52000000,37243418,75997067,2011,Aug
Comedy,Heavy,Medium,R,Medium,Cedar Rapids,Medium,2011-02-11,10000000,6861102,7862131,2011,Feb
Family,None,None,G,None,Cars 2,Light,2011-06-24,200000000,191450875,560155383,2011,Jun
Drama,Heavy,None,R,Light,Carnage,Light,2011-12-16,25000000,2546747,38112154,2011,Dec
Comedy,Heavy,Heavy,R,Heavy,Bucky Larson: Born To Be A Star,None,2011-09-09,10000000,2529395,2529395,2011,Sep
Drama,Medium,Light,Unknown,Light,Brighton Rock,Medium,2011-08-26,11000000,229653,229653,2011,Aug
Comedy,Heavy,Light,R,Medium,Bridesmaids,Light,2011-05-13,32500000,169211718,289632023,2011,May
Western,Heavy,Light,R,Light,Blackthorn,Medium,2011-10-07,4500000,200558,1217307,2011,Oct
Comedy,Medium,None,PG,None,The Big Year,Light,2011-10-14,41000000,7204138,7684524,2011,Oct
Comedy,Heavy,None,PG-13,Light,"Big Mommas: Like Father, Like Son",Light,2011-02-18,32000000,37915414,82332450,2011,Feb
Drama,Heavy,Light,PG-13,None,A Better Life,Light,2011-06-24,10000000,1759252,1884251,2011,Jun
Drama,Heavy,Medium,R,Heavy,Beginners,None,2011-06-03,3200000,5790894,14314407,2011,Jun
Drama,Medium,Light,PG-13,Medium,The Beaver,Light,2011-05-06,21000000,970816,5046038,2011,May
Science Fiction,Medium,Light,PG-13,Light,Beastly,Medium,2011-03-04,17000000,27865571,38028230,2011,Mar
Science Fiction,Heavy,None,PG-13,Light,Battle: Los Angeles,Medium,2011-03-11,70000000,83552429,213463976,2011,Mar
Comedy,Heavy,Medium,R,Heavy,Bad Teacher,Light,2011-06-24,19000000,100292856,215448997,2011,Jun
Science Fiction,Heavy,None,R,None,Attack The Block,Heavy,2011-07-29,13000000,1024175,6459183,2011,Jul
Drama,Light,Light,PG-13,None,The Artist,Light,2011-11-25,16000000,44667095,128256712,2011,Nov
Family,Light,None,PG,None,Arthur Christmas,Light,2011-11-23,85000000,46462469,149717124,2011,Nov
Comedy,Light,Light,PG-13,Light,Arthur,Light,2011-04-08,40000000,33035397,47787943,2011,Apr
Drama,Medium,Medium,R,Light,The Art Of Getting By,Light,2011-06-17,4000000,1430241,1989035,2011,Jun
Horror,Medium,None,PG-13,None,Apollo 18,Medium,2011-09-02,5000000,17686929,26517819,2011,Sep
Drama,Heavy,Heavy,R,Light,Another Happy Day,Light,2011-11-18,4000000,9120,978527,2011,Nov
Science Fiction,Light,Medium,PG-13,Medium,Another Earth,Heavy,2011-07-22,175000,1321194,2102779,2011,Jul
Drama,Medium,Medium,PG-13,Medium,Anonymous,Medium,2011-10-28,27500000,4463292,15815509,2011,Oct
Musical,None,Light,G,None,Alvin And The Chipmunks: Chipwrecked,Light,2011-12-16,80000000,133107389,349088523,2011,Dec
Action,Light,None,PG,None,The Adventures Of Tintin,Medium,2011-12-21,130000000,77591831,373993951,2011,Dec
Thriller,Medium,Light,PG-13,Light,The Adjustment Bureau,Light,2011-03-04,50200000,62495645,126931325,2011,Mar
Thriller,Medium,Light,PG-13,Light,Abduction,Medium,2011-09-23,35000000,28087155,86648359,2011,Sep
Drama,Medium,None,PG-13,Light,The 5Th Quarter,None,2011-03-25,6000000,408159,408159,2011,Mar
Drama,Heavy,Light,R,Medium,50/50,None,2011-09-30,8000000,35016118,41334735,2011,Sep
Action,Medium,None,R,None,5 Days Of War,Heavy,2011-08-19,12000000,17479,87793,2011,Aug
Comedy,Heavy,Medium,R,Medium,30 Minutes Or Less,Medium,2011-08-12,28000000,37053924,40966716,2011,Aug
Drama,Heavy,None,PG-13,Medium,People Like Us,Light,2012-06-29,16000000,12431792,12617472,2012,Jun
Horror,Heavy,None,R,Light,Chernobyl Diaries,Heavy,2012-05-25,1000000,18119640,42411721,2012,May
Comedy,Light,Medium,PG-13,Light,Moonrise Kingdom,Medium,2012-05-25,16000000,45512466,68582095,2012,May
Drama,Light,None,PG-13,None,Hardflip,Light,2012-06-01,1000000,96734,96734,2012,Jun
Comedy,Light,Light,PG-13,Medium,The Best Exotic Marigold Hotel,Light,2012-05-04,10000000,46383639,134639780,2012,May
Drama,None,None,R,None,For Greater Glory,Medium,2012-06-01,12000000,5669081,10026255,2012,Jun
Drama,Heavy,None,PG-13,Light,Darling Companion,Light,2012-04-20,12000000,793352,1200346,2012,Apr
Drama,Medium,Light,PG-13,Light,Blue Like Jazz,Light,2012-04-13,1200000,595018,595018,2012,Apr
Comedy,Heavy,Light,PG-13,Heavy,Think Like A Man,None,2012-04-20,12000000,91547205,113373764,2012,Apr
Comedy,Heavy,Medium,R,Heavy,Casa De Mi Padre,Heavy,2012-03-16,6000000,5909483,8446952,2012,Mar
Horror,Heavy,Medium,R,Light,Kill List,Heavy,2012-02-03,800000,29063,462206,2012,Feb
Comedy,Heavy,None,R,Light,"Jeff, Who Lives At Home",Light,2012-03-16,10000000,4269426,4708127,2012,Mar
Horror,Medium,None,R,Medium,Silent House,Heavy,2012-03-09,2000000,12739737,16610760,2012,Mar
Comedy,Light,None,PG-13,Light,Damsels In Distress,None,2012-04-06,3000000,1007535,1324299,2012,Apr
Action,Heavy,Light,R,None,Act Of Valor,Heavy,2012-02-24,12000000,70012847,82497035,2012,Feb
Drama,Light,None,PG-13,None,October Baby,Light,2012-03-23,1000000,5355847,5391992,2012,Mar
Horror,Light,None,PG-13,None,The Woman In Black,Medium,2012-02-03,15000000,54333290,128955898,2012,Feb
Horror,Heavy,Light,R,None,The Innkeepers,Heavy,2012-02-03,750000,78396,1011535,2012,Feb
Drama,Heavy,None,R,Light,The Grey,Medium,2012-01-27,25000000,51580136,81249176,2012,Jan
Mystery,Light,None,PG-13,Light,Deadline,Light,2009-12-31,1800000,0,0,2009,Dec
Thriller,Heavy,None,R,Light,Man On A Ledge,Medium,2012-01-27,42000000,18620000,45688337,2012,Jan
Thriller,Medium,Light,R,Light,Haywire,Heavy,2012-01-20,23000000,18942396,36374700,2012,Jan
Drama,Heavy,Light,Unknown,Light,Newlyweds,Light,2012-01-13,9000,4584,4584,2012,Jan
Science Fiction,Light,Light,PG-13,Light,Snow White And The Huntsman,Medium,2012-06-01,170000000,155136755,401021746,2012,Jun
Science Fiction,Heavy,None,PG-13,None,Men In Black 3,Medium,2012-05-25,215000000,179020854,654213485,2012,May
Comedy,Heavy,Heavy,R,Heavy,The Dictator,Medium,2012-05-16,65000000,59650222,180148897,2012,May
Comedy,Light,None,PG-13,Light,Dark Shadows,Medium,2012-05-11,150000000,79727149,238202668,2012,May
Comedy,None,Light,PG,None,The Three Stooges,Medium,2012-04-13,30000000,44338224,54052249,2012,Apr
Horror,Heavy,Medium,R,Light,The Cabin In The Woods,Heavy,2012-04-13,30000000,42073277,70689968,2012,Apr
Comedy,Heavy,Heavy,R,Heavy,American Reunion,Light,2012-04-06,50000000,56758835,236799211,2012,Apr
Family,Light,Light,PG,None,The Pirates! Band Of Misfits,Light,2012-04-27,55000000,31051126,136143605,2012,Apr
Science Fiction,Light,None,PG-13,None,Wrath Of The Titans,Heavy,2012-03-30,150000000,83670083,305270083,2012,Mar
Science Fiction,Light,Light,PG-13,Light,The Hunger Games,Heavy,2012-03-23,80000000,408010692,677923379,2012,Mar
Comedy,Heavy,Light,PG-13,Light,A Thousand Words,Light,2012-03-09,40000000,18450127,20790486,2012,Mar
Comedy,Heavy,Heavy,R,Heavy,21 Jump Street,Heavy,2012-03-16,42000000,138447667,202812429,2012,Mar
Science Fiction,Medium,Light,PG-13,None,John Carter,Medium,2012-03-09,275000000,73058679,282778100,2012,Mar
Comedy,Heavy,Medium,R,Medium,Project X,Medium,2012-03-02,12000000,54731865,103028188,2012,Mar
Comedy,Heavy,Light,PG-13,Medium,This Means War,Medium,2012-02-17,65000000,54760791,156974557,2012,Feb
Thriller,Medium,None,PG-13,None,Ghost Rider: Spirit Of Vengeance,Medium,2012-02-17,57000000,51774002,149217355,2012,Feb
Drama,Heavy,Light,PG-13,Light,The Vow,Light,2012-02-10,30000000,125014030,197618160,2012,Feb
Thriller,Medium,Light,R,Light,Safe House,Heavy,2012-02-10,85000000,126181630,208542162,2012,Feb
Science Fiction,None,None,PG,None,Journey 2: The Mysterious Island,Light,2012-02-10,79000000,103860290,318146162,2012,Feb
Drama,Medium,None,PG,None,Big Miracle,Light,2012-02-03,40000000,20157300,25268680,2012,Feb
Science Fiction,Heavy,None,PG-13,Light,Chronicle,Medium,2012-02-03,12000000,64575175,123681790,2012,Feb
Comedy,Medium,Medium,PG-13,None,One For The Money,Medium,2012-01-27,42000000,26414527,36197221,2012,Jan
Action,Heavy,Light,PG-13,Light,Red Tails,Medium,2012-01-20,58000000,49876377,50365498,2012,Jan
Science Fiction,Light,Light,R,Light,Underworld: Awakening,Heavy,2012-01-20,70000000,62321039,160379930,2012,Jan
Musical,Medium,Light,PG-13,Light,Joyful Noise,Light,2012-01-13,27500000,30932113,31157914,2012,Jan
Thriller,Heavy,Light,R,Light,Contraband,Heavy,2012-01-13,25000000,66528000,98406855,2012,Jan
Horror,Heavy,Light,R,Light,The Devil Inside,Heavy,2012-01-06,1000000,53262945,101759490,2012,Jan
Comedy,Heavy,Heavy,R,Medium,Wanderlust,Light,2012-02-24,32500000,17288155,24159934,2012,Feb
Science Fiction,Heavy,Light,PG-13,Light,Battleship,Medium,2012-05-18,209000000,65233400,305218228,2012,May
